Order ID,Order Date,Customer ID,Customer Name,Region,State,Product Category,Product Name,Quantity,Unit Price,Total Sales,Profit,Discount,Payment Method,Sales Person
ORD10287,2022-07-13,CUST1165,Divya Chopra,North,Uttar Pradesh,Electronics,Smartphone,9,33806.56,289046.09,80844.23,15212.95,Debit Card,Michael Brown
ORD10851,2022-07-18,CUST1138,Anjali Singh,North,Haryana,Toys,Puzzle Game,1,4530.79,4530.79,1209.27,0.0,Credit Card,Emily Davis
ORD10426,2022-07-19,CUST1233,Deepika Rao,South,Tamil Nadu,Home & Kitchen,Dinner Set,4,10231.41,40925.64,10541.29,0.0,UPI,John Smith
ORD10396,2022-07-20,CUST1125,Suresh Iyer,West,Rajasthan,Toys,Building Blocks,10,3833.62,34502.58,11387.01,3833.62,Debit Card,Emily Davis
ORD10888,2022-07-20,CUST1211,Prakash Mishra,North,Uttar Pradesh,Books,Biography,7,1449.5,9639.18,2192.15,507.32,Credit Card,Michael Brown
ORD10076,2022-07-22,CUST1072,Kavita Reddy,East,Odisha,Books,Biography,8,891.04,6771.9,1902.16,356.42,Credit Card,Lisa Anderson
ORD10828,2022-07-22,CUST1181,Arun Bansal,East,Odisha,Home & Kitchen,Air Fryer,4,4352.48,15668.93,3044.12,1740.99,Debit Card,Jennifer Martinez
ORD10797,2022-07-23,CUST1222,Kiran Menon,South,Tamil Nadu,Electronics,Camera,4,69813.74,223403.97,79898.52,55850.99,UPI,Jennifer Martinez
ORD10490,2022-07-27,CUST1281,Rahul Joshi,South,Kerala,Books,Business Book,4,543.19,2064.12,395.85,108.64,Cash,Emily Davis
ORD10611,2022-07-29,CUST1234,Rina Kumar,North,Uttar Pradesh,Toys,Action Figure,9,658.96,5337.58,1605.95,593.06,UPI,Michael Brown
ORD10010,2022-07-30,CUST1002,Divya Patel,West,Madhya Pradesh,Toys,Puzzle Game,7,1311.01,7341.66,1527.78,1835.41,Cash,Robert Garcia
ORD10718,2022-07-30,CUST1028,Prakash Verma,South,Tamil Nadu,Clothing,Jacket,3,4821.35,13740.85,3282.33,723.2,UPI,Jennifer Martinez
ORD10444,2022-08-01,CUST1139,Swati Mehta,North,Uttar Pradesh,Clothing,T-Shirt,2,4912.59,6877.63,2178.18,2947.55,UPI,Michael Brown
ORD10505,2022-08-01,CUST1274,Sanjay Mehta,West,Maharashtra,Clothing,Jeans,1,3992.59,2994.44,940.04,998.15,Debit Card,Michael Brown
ORD10089,2022-08-05,CUST1260,Manoj Menon,North,Haryana,Electronics,Headphones,6,23699.13,135085.04,33576.58,7109.74,Credit Card,Lisa Anderson
ORD10312,2022-08-05,CUST1204,Ganesh Nair,East,Bihar,Toys,Action Figure,5,3591.95,13469.81,3153.66,4489.94,Debit Card,David Wilson
ORD10418,2022-08-05,CUST1284,Neha Iyer,North,Punjab,Home & Kitchen,Coffee Maker,9,2345.33,21107.97,6335.36,0.0,Credit Card,Robert Garcia
ORD10812,2022-08-05,CUST1251,Manoj Reddy,North,Uttarakhand,Books,Educational Book,2,1307.08,2091.33,786.25,522.83,Credit Card,Robert Garcia
ORD10417,2022-08-06,CUST1074,Rajesh Sharma,South,Karnataka,Toys,Building Blocks,9,4244.97,32474.02,6828.84,5730.71,UPI,Michael Brown
ORD10673,2022-08-08,CUST1086,Lakshmi Chopra,East,Odisha,Sports,Running Shoes,9,4557.02,41013.18,8803.79,0.0,Debit Card,Lisa Anderson
ORD10116,2022-08-09,CUST1270,Rahul Nair,North,Haryana,Electronics,Speaker,7,40607.79,241616.35,60042.1,42638.18,Debit Card,David Wilson
ORD10529,2022-08-10,CUST1262,Amit Bansal,South,Tamil Nadu,Toys,Remote Control Car,1,4472.14,4472.14,785.75,0.0,UPI,John Smith
ORD10830,2022-08-10,CUST1165,Sneha Shah,East,Assam,Clothing,Shirt,6,2177.28,13063.68,2745.27,0.0,Credit Card,Sarah Johnson
ORD10132,2022-08-11,CUST1185,Rina Kumar,West,Maharashtra,Toys,Educational Toy,3,596.86,1253.41,238.29,537.17,Credit Card,Sarah Johnson
ORD10733,2022-08-11,CUST1026,Ashok Pillai,West,Goa,Clothing,Sweater,2,4918.19,9836.38,1873.43,0.0,Credit Card,David Wilson
ORD10906,2022-08-11,CUST1217,Rekha Singh,South,Karnataka,Clothing,T-Shirt,4,1966.25,6292.0,1514.42,1573.0,Cash,David Wilson
ORD10592,2022-08-12,CUST1099,Rekha Sharma,North,Uttarakhand,Sports,Tennis Racket,6,1285.35,5784.07,2236.58,1928.03,Credit Card,David Wilson
ORD10743,2022-08-12,CUST1032,Kiran Patel,North,Haryana,Toys,Puzzle Game,10,2610.69,22190.87,3736.18,3916.03,UPI,Lisa Anderson
ORD10842,2022-08-12,CUST1046,Anjali Mishra,North,Haryana,Electronics,Tablet,1,19240.21,19240.21,7175.04,0.0,Credit Card,Robert Garcia
ORD10228,2022-08-15,CUST1279,Geeta Patel,East,Odisha,Electronics,Speaker,7,73149.86,460844.12,162903.41,51204.9,Credit Card,Jennifer Martinez
ORD10314,2022-08-15,CUST1202,Geeta Gupta,South,Karnataka,Electronics,Monitor,2,46348.57,74157.71,18667.77,18539.43,Credit Card,Emily Davis
ORD10550,2022-08-16,CUST1130,Sunita Nair,South,Tamil Nadu,Books,Business Book,9,602.42,4879.6,1395.12,542.18,Credit Card,Sarah Johnson
ORD10005,2022-08-18,CUST1090,Kiran Gupta,South,Andhra Pradesh,Books,Cookbook,1,227.21,170.41,55.92,56.8,UPI,Michael Brown
ORD10692,2022-08-18,CUST1125,Sunita Nair,North,Delhi,Books,Self-Help Book,7,892.3,6246.1,1708.53,0.0,UPI,Emily Davis
ORD10194,2022-08-19,CUST1119,Rina Bansal,West,Goa,Clothing,T-Shirt,3,3832.36,11497.08,3456.33,0.0,UPI,Robert Garcia
ORD10964,2022-08-19,CUST1177,Sunita Agarwal,East,Assam,Toys,Remote Control Car,4,3351.55,12065.58,2779.73,1340.62,Debit Card,Robert Garcia
ORD10349,2022-08-20,CUST1119,Sneha Menon,South,Andhra Pradesh,Electronics,Monitor,2,63674.49,127348.98,23489.37,0.0,Cash,Robert Garcia
ORD10126,2022-08-22,CUST1019,Suresh Reddy,West,Goa,Sports,Badminton Set,3,7602.84,22808.52,6593.6,0.0,Debit Card,John Smith
ORD10485,2022-08-25,CUST1265,Anjali Menon,North,Punjab,Toys,Doll House,9,785.63,4949.47,1734.24,2121.2,UPI,Sarah Johnson
ORD10978,2022-08-25,CUST1259,Kiran Gupta,North,Haryana,Sports,Tennis Racket,2,6056.67,9085.0,2782.71,3028.34,Cash,Robert Garcia
ORD10910,2022-08-28,CUST1133,Anjali Agarwal,West,Rajasthan,Clothing,Sweater,9,2511.88,21476.57,5096.45,1130.35,Cash,Sarah Johnson
ORD10559,2022-08-29,CUST1099,Vijay Shah,South,Andhra Pradesh,Books,Travel Guide,1,778.61,583.96,186.46,194.65,Debit Card,Michael Brown
ORD10760,2022-08-30,CUST1290,Kavita Desai,North,Uttarakhand,Books,Cookbook,6,594.41,3566.46,924.77,0.0,UPI,Sarah Johnson
ORD10462,2022-08-31,CUST1292,Rahul Pillai,South,Karnataka,Sports,Badminton Set,10,5615.58,47732.43,13917.71,8423.37,Credit Card,Michael Brown
ORD10703,2022-09-01,CUST1299,Prakash Kumar,East,West Bengal,Toys,Building Blocks,5,525.31,2626.55,538.1,0.0,Credit Card,Emily Davis
ORD10863,2022-09-01,CUST1021,Divya Shah,East,Bihar,Sports,Tennis Racket,3,7774.63,22157.7,7465.01,1166.19,Cash,Lisa Anderson
ORD10429,2022-09-02,CUST1027,Pooja Reddy,North,Haryana,Books,Self-Help Book,2,1200.23,2400.46,527.38,0.0,Cash,Robert Garcia
ORD10597,2022-09-02,CUST1298,Sneha Chopra,East,Assam,Electronics,Smart Watch,8,20289.06,113618.74,21528.1,48693.74,UPI,Sarah Johnson
ORD10804,2022-09-02,CUST1152,Rajesh Menon,South,Andhra Pradesh,Toys,Puzzle Game,5,3995.52,16980.96,6330.47,2996.64,Cash,Robert Garcia
ORD10950,2022-09-02,CUST1055,Suresh Rao,East,Jharkhand,Books,Cookbook,5,251.68,943.8,259.76,314.6,Credit Card,Emily Davis
ORD10238,2022-09-03,CUST1251,Kiran Nair,West,Rajasthan,Electronics,Tablet,9,57528.05,440089.58,78192.61,77662.87,Credit Card,Robert Garcia
ORD10817,2022-09-03,CUST1162,Geeta Gupta,South,Tamil Nadu,Books,Educational Book,10,1365.6,10242.0,2108.06,3414.0,Cash,David Wilson
ORD10029,2022-09-04,CUST1117,Neha Gupta,West,Maharashtra,Sports,Yoga Mat,8,5025.01,34170.07,7366.15,6030.01,Debit Card,Michael Brown
ORD10792,2022-09-04,CUST1260,Manoj Nair,East,Bihar,Toys,Remote Control Car,2,4107.97,8215.94,2782.22,0.0,Debit Card,Lisa Anderson
ORD10753,2022-09-06,CUST1116,Rajesh Kumar,West,Madhya Pradesh,Electronics,Laptop,5,72177.68,360888.4,88909.04,0.0,Debit Card,Emily Davis
ORD10024,2022-09-07,CUST1271,Neha Iyer,South,Andhra Pradesh,Clothing,Sweater,1,1481.67,1259.42,189.92,222.25,Cash,John Smith
ORD10188,2022-09-07,CUST1108,Pooja Desai,West,Rajasthan,Clothing,Shirt,3,2153.12,6136.39,2107.69,322.97,Credit Card,Robert Garcia
ORD10358,2022-09-07,CUST1013,Naveen Nair,East,Jharkhand,Toys,Remote Control Car,8,4379.84,35038.72,13300.89,0.0,Debit Card,Sarah Johnson
ORD10523,2022-09-08,CUST1286,Rajesh Kumar,South,Kerala,Books,Business Book,7,509.3,3565.1,1141.06,0.0,UPI,Michael Brown
ORD10952,2022-09-08,CUST1237,Lakshmi Desai,North,Uttar Pradesh,Sports,Tennis Racket,3,5416.34,13811.67,3819.85,2437.35,Credit Card,Lisa Anderson
ORD10113,2022-09-09,CUST1107,Anjali Kumar,West,Madhya Pradesh,Home & Kitchen,Microwave,4,7788.54,28038.74,6351.95,3115.42,Cash,Lisa Anderson
ORD10065,2022-09-10,CUST1057,Swati Shah,South,Telangana,Electronics,Speaker,9,57289.68,386705.34,152806.88,128901.78,Debit Card,John Smith
ORD10912,2022-09-12,CUST1180,Ashok Nair,South,Tamil Nadu,Electronics,Headphones,5,54126.82,202975.58,33792.62,67658.52,Debit Card,Emily Davis
ORD10285,2022-09-13,CUST1118,Rina Iyer,North,Uttarakhand,Books,Cookbook,3,1444.31,3899.64,1360.0,433.29,Credit Card,John Smith
ORD10669,2022-09-13,CUST1240,Mohan Pillai,North,Punjab,Toys,Board Game,3,4211.86,10740.24,2225.8,1895.34,Debit Card,Michael Brown
ORD10801,2022-09-13,CUST1019,Prakash Bansal,South,Karnataka,Electronics,Speaker,10,22387.83,167908.73,34063.37,55969.57,Cash,David Wilson
ORD10960,2022-09-15,CUST1129,Kiran Agarwal,East,West Bengal,Sports,Badminton Set,6,6643.98,27904.72,10102.89,11959.16,Debit Card,Michael Brown
ORD10983,2022-09-15,CUST1283,Amit Gupta,North,Delhi,Books,Biography,8,689.67,5517.36,1135.85,0.0,Credit Card,Emily Davis
ORD10112,2022-09-16,CUST1188,Ganesh Sharma,East,Odisha,Clothing,Dress,8,1670.28,13362.24,2740.8,0.0,Debit Card,John Smith
ORD10674,2022-09-16,CUST1057,Meera Menon,West,Rajasthan,Sports,Gym Bag,2,9549.13,19098.26,6631.88,0.0,Credit Card,Sarah Johnson
ORD10724,2022-09-20,CUST1025,Neha Mishra,East,Assam,Electronics,Smart Watch,6,34984.45,188916.03,30999.28,20990.67,UPI,Sarah Johnson
ORD10080,2022-09-23,CUST1071,Geeta Rao,West,Goa,Home & Kitchen,Cookware Set,8,3386.09,20316.54,8008.01,6772.18,UPI,Emily Davis
ORD10472,2022-09-25,CUST1175,Pooja Mishra,East,West Bengal,Clothing,Trousers,7,3211.73,19109.79,4286.37,3372.32,Credit Card,David Wilson
ORD10492,2022-09-25,CUST1063,Ashok Patel,West,Maharashtra,Clothing,T-Shirt,9,4443.85,39994.65,9498.7,0.0,Debit Card,Lisa Anderson
ORD10821,2022-09-25,CUST1021,Priya Bansal,West,Gujarat,Sports,Football,7,774.03,4605.48,1027.69,812.73,Credit Card,Sarah Johnson
ORD10899,2022-09-26,CUST1056,Rekha Nair,West,Goa,Home & Kitchen,Microwave,10,12770.91,127709.1,31948.82,0.0,Cash,John Smith
ORD10245,2022-09-28,CUST1198,Priya Iyer,South,Telangana,Books,Fiction Novel,9,1064.15,9098.48,1744.5,478.87,UPI,Robert Garcia
ORD10152,2022-09-29,CUST1095,Ashok Bansal,West,Goa,Home & Kitchen,Mixer Grinder,10,4248.1,38232.9,12881.67,4248.1,Credit Card,Lisa Anderson
ORD10573,2022-09-29,CUST1154,Divya Desai,South,Andhra Pradesh,Clothing,Jeans,5,4676.69,16368.42,2775.59,7015.03,Cash,Sarah Johnson
ORD10937,2022-09-29,CUST1180,Suresh Nair,East,Bihar,Clothing,Jacket,6,1484.2,7569.42,2824.75,1335.78,UPI,David Wilson
ORD10206,2022-09-30,CUST1254,Rina Bansal,South,Telangana,Toys,Teddy Bear,1,2759.25,2759.25,687.02,0.0,Debit Card,Sarah Johnson
ORD10938,2022-09-30,CUST1262,Suresh Reddy,East,West Bengal,Home & Kitchen,Mixer Grinder,3,9106.74,27320.22,7923.52,0.0,Credit Card,Sarah Johnson
ORD10059,2022-10-03,CUST1164,Suresh Sharma,West,Gujarat,Toys,Building Blocks,5,4856.64,24283.2,8347.75,0.0,UPI,Sarah Johnson
ORD10364,2022-10-03,CUST1094,Sunita Rao,East,Jharkhand,Clothing,Shoes,9,3690.15,28229.65,7443.27,4981.7,Debit Card,Jennifer Martinez
ORD10297,2022-10-04,CUST1228,Lakshmi Singh,North,Punjab,Toys,Action Figure,5,1988.19,8946.85,2129.59,994.1,Debit Card,Sarah Johnson
ORD10445,2022-10-04,CUST1286,Rina Desai,East,Bihar,Clothing,Shoes,1,2326.24,2093.62,329.79,232.62,Cash,Emily Davis
ORD10696,2022-10-04,CUST1268,Sneha Mehta,East,Odisha,Toys,Doll House,6,1140.35,6499.99,2146.82,342.11,Cash,Sarah Johnson
ORD10663,2022-10-06,CUST1085,Geeta Chopra,East,West Bengal,Home & Kitchen,Pressure Cooker,4,6652.93,26611.72,5333.01,0.0,Cash,David Wilson
ORD10082,2022-10-09,CUST1040,Vijay Patel,West,Rajasthan,Toys,Action Figure,6,4791.63,22999.82,6028.64,5749.96,Cash,Sarah Johnson
ORD10165,2022-10-10,CUST1280,Prakash Mehta,North,Haryana,Electronics,Speaker,8,76788.22,522159.9,132533.92,92145.86,Credit Card,Jennifer Martinez
ORD10676,2022-10-14,CUST1263,Mohan Patel,West,Maharashtra,Clothing,T-Shirt,1,4058.79,3247.03,1113.38,811.76,Debit Card,Jennifer Martinez
ORD10850,2022-10-17,CUST1180,Suresh Sharma,West,Goa,Sports,Football,2,2502.39,5004.78,1496.08,0.0,UPI,David Wilson
ORD10929,2022-10-18,CUST1037,Rahul Gupta,West,Rajasthan,Toys,Remote Control Car,6,4050.8,23089.56,4124.16,1215.24,Cash,Lisa Anderson
ORD10649,2022-10-21,CUST1046,Ravi Verma,East,Jharkhand,Books,Self-Help Book,9,989.41,8904.69,1568.46,0.0,UPI,John Smith
ORD10666,2022-10-21,CUST1099,Kavita Iyer,South,Andhra Pradesh,Home & Kitchen,Pressure Cooker,2,1245.9,1868.85,364.79,622.95,Debit Card,Lisa Anderson
ORD10699,2022-10-21,CUST1012,Rekha Singh,North,Uttarakhand,Clothing,Shoes,6,2684.17,15299.77,3128.25,805.25,Debit Card,Sarah Johnson
ORD10662,2022-10-22,CUST1239,Arun Joshi,East,Odisha,Sports,Football,7,9176.92,51390.75,16691.48,12847.69,UPI,Michael Brown
ORD10788,2022-10-23,CUST1216,Ashok Agarwal,West,Madhya Pradesh,Electronics,Laptop,5,64892.85,308241.04,122635.48,16223.21,Cash,Michael Brown
ORD10694,2022-10-26,CUST1178,Deepika Kumar,East,Assam,Sports,Badminton Set,10,7070.91,49496.37,13532.04,21212.73,Debit Card,Jennifer Martinez
ORD10883,2022-10-27,CUST1252,Swati Agarwal,South,Andhra Pradesh,Electronics,Smart Watch,4,51878.81,145260.67,22124.44,62254.57,UPI,David Wilson
ORD10593,2022-10-28,CUST1293,Sneha Chopra,South,Andhra Pradesh,Toys,Building Blocks,1,631.86,631.86,189.18,0.0,Debit Card,Michael Brown
ORD10637,2022-10-28,CUST1038,Arun Chopra,South,Andhra Pradesh,Electronics,Speaker,7,46954.34,328680.38,57532.09,0.0,Credit Card,Michael Brown
ORD10224,2022-10-29,CUST1084,Prakash Rao,North,Punjab,Toys,Educational Toy,7,2461.23,16367.18,5321.7,861.43,Debit Card,Emily Davis
ORD10568,2022-10-29,CUST1091,Rina Gupta,West,Rajasthan,Sports,Running Shoes,3,5737.45,16351.73,4647.36,860.62,Cash,David Wilson
ORD10013,2022-10-30,CUST1054,Suresh Mishra,North,Uttar Pradesh,Home & Kitchen,Dinner Set,6,7719.29,34736.81,12469.99,11578.93,Cash,Michael Brown
ORD10365,2022-11-06,CUST1072,Arun Shah,North,Punjab,Sports,Gym Bag,7,5281.05,29573.88,9028.3,7393.47,Cash,Sarah Johnson
ORD10870,2022-11-06,CUST1094,Priya Mishra,North,Delhi,Home & Kitchen,Air Fryer,1,1188.04,831.63,251.68,356.41,Debit Card,Lisa Anderson
ORD10530,2022-11-07,CUST1012,Mohan Patel,East,Jharkhand,Electronics,Tablet,2,77613.12,147464.93,44844.59,7761.31,Credit Card,Robert Garcia
ORD10491,2022-11-09,CUST1235,Anjali Singh,North,Delhi,Clothing,Sweater,2,1435.47,2009.66,338.64,861.28,Credit Card,John Smith
ORD10055,2022-11-10,CUST1195,Priya Shah,North,Uttar Pradesh,Books,Travel Guide,6,960.35,4321.57,1498.41,1440.53,Cash,Michael Brown
ORD10457,2022-11-10,CUST1277,Prakash Nair,North,Uttarakhand,Home & Kitchen,Dinner Set,6,5085.42,24410.02,7658.8,6102.5,UPI,Emily Davis
ORD10930,2022-11-10,CUST1262,Vijay Rao,East,Jharkhand,Home & Kitchen,Toaster,4,13838.71,41516.13,15703.69,13838.71,UPI,Michael Brown
ORD10740,2022-11-12,CUST1057,Manoj Desai,East,West Bengal,Books,Business Book,10,1306.5,10452.0,1637.48,2613.0,UPI,Lisa Anderson
ORD10306,2022-11-14,CUST1110,Manoj Reddy,East,West Bengal,Toys,Doll House,2,1519.75,2431.6,461.76,607.9,Debit Card,Sarah Johnson
ORD10706,2022-11-16,CUST1008,Swati Menon,North,Haryana,Books,Biography,9,697.29,5961.83,1898.1,313.78,Credit Card,Lisa Anderson
ORD10992,2022-11-16,CUST1034,Rina Gupta,West,Maharashtra,Sports,Running Shoes,5,6735.06,26940.24,9965.73,6735.06,UPI,John Smith
ORD10017,2022-11-17,CUST1049,Mohan Kumar,North,Uttar Pradesh,Books,Business Book,8,763.51,4581.06,813.34,1527.02,UPI,John Smith
ORD10763,2022-11-19,CUST1290,Ashok Kumar,North,Punjab,Clothing,Shoes,3,1925.25,5775.75,1438.1,0.0,Cash,Jennifer Martinez
ORD10616,2022-11-20,CUST1029,Ashok Patel,West,Goa,Toys,Educational Toy,3,4584.63,13753.89,5428.3,0.0,Cash,David Wilson
ORD10856,2022-11-20,CUST1215,Deepika Agarwal,South,Andhra Pradesh,Books,Biography,1,529.81,503.32,183.51,26.49,Credit Card,Sarah Johnson
ORD10199,2022-11-21,CUST1012,Kiran Verma,East,Bihar,Clothing,Jacket,6,1533.03,9198.18,2912.26,0.0,Cash,Emily Davis
ORD10441,2022-11-21,CUST1221,Lakshmi Verma,South,Kerala,Home & Kitchen,Pressure Cooker,7,12540.34,87782.38,23463.55,0.0,Credit Card,Emily Davis
ORD10785,2022-11-22,CUST1271,Rajesh Desai,North,Delhi,Sports,Yoga Mat,2,4535.57,7710.47,1906.5,1360.67,Credit Card,Emily Davis
ORD10590,2022-11-23,CUST1106,Ravi Pillai,West,Madhya Pradesh,Toys,Board Game,3,1191.73,3038.91,517.37,536.28,UPI,Emily Davis
ORD10071,2022-11-24,CUST1152,Ravi Sharma,East,Odisha,Electronics,Monitor,9,12236.72,88104.38,20966.79,22026.1,Debit Card,John Smith
ORD10486,2022-11-24,CUST1015,Geeta Shah,East,West Bengal,Sports,Yoga Mat,6,4761.86,24285.49,9090.15,4285.67,Cash,Jennifer Martinez
ORD10371,2022-11-27,CUST1049,Priya Mehta,West,Goa,Electronics,Smartphone,6,74186.57,445119.42,126912.6,0.0,Credit Card,Emily Davis
ORD10422,2022-11-29,CUST1272,Lakshmi Kumar,South,Kerala,Home & Kitchen,Toaster,2,14358.46,27281.07,6781.91,1435.85,Credit Card,Jennifer Martinez
ORD10336,2022-11-30,CUST1092,Sanjay Joshi,West,Gujarat,Clothing,Dress,5,3952.57,17786.56,6670.49,1976.29,Cash,Lisa Anderson
ORD10119,2022-12-01,CUST1233,Suresh Mehta,East,Odisha,Clothing,Shirt,9,2758.63,17379.37,6205.06,7448.3,UPI,Jennifer Martinez
ORD10025,2022-12-03,CUST1186,Priya Mehta,North,Haryana,Clothing,Trousers,4,4165.87,14163.96,4129.38,2499.52,Credit Card,Emily Davis
ORD10050,2022-12-04,CUST1196,Pooja Joshi,West,Rajasthan,Clothing,T-Shirt,9,2335.25,14712.07,4535.68,6305.18,Cash,Robert Garcia
ORD10077,2022-12-04,CUST1041,Swati Iyer,North,Delhi,Toys,Remote Control Car,8,1744.06,12557.23,4537.32,1395.25,UPI,David Wilson
ORD10201,2022-12-04,CUST1018,Rajesh Agarwal,North,Uttar Pradesh,Clothing,Trousers,4,3293.47,11856.49,2115.72,1317.39,Debit Card,Emily Davis
ORD10315,2022-12-04,CUST1211,Meera Kumar,West,Gujarat,Home & Kitchen,Toaster,1,4818.54,4818.54,1014.75,0.0,UPI,David Wilson
ORD10741,2022-12-05,CUST1272,Amit Gupta,South,Kerala,Toys,Educational Toy,9,4590.45,35116.94,9030.17,6197.11,Debit Card,David Wilson
ORD10544,2022-12-06,CUST1232,Kavita Nair,North,Delhi,Books,Biography,8,1442.29,10384.49,2861.22,1153.83,Debit Card,Jennifer Martinez
ORD10154,2022-12-07,CUST1105,Rahul Chopra,West,Goa,Sports,Football,8,3739.62,23933.57,9526.43,5983.39,UPI,Robert Garcia
ORD10879,2022-12-07,CUST1076,Naveen Patel,South,Telangana,Books,Travel Guide,1,395.48,395.48,143.89,0.0,Debit Card,Emily Davis
ORD10450,2022-12-09,CUST1193,Meera Gupta,South,Andhra Pradesh,Electronics,Speaker,1,9362.2,6553.54,1690.9,2808.66,Debit Card,Michael Brown
ORD10488,2022-12-10,CUST1215,Sunita Verma,South,Andhra Pradesh,Electronics,Tablet,4,24726.25,74178.75,13737.5,24726.25,Cash,Lisa Anderson
ORD10517,2022-12-10,CUST1060,Deepika Mehta,North,Punjab,Books,Children Book,4,1462.44,5264.78,1495.65,584.98,Cash,Sarah Johnson
ORD10704,2022-12-10,CUST1232,Rajesh Iyer,South,Kerala,Home & Kitchen,Toaster,7,8435.88,56098.6,19769.78,2952.56,Cash,David Wilson
ORD10893,2022-12-13,CUST1287,Geeta Verma,South,Tamil Nadu,Home & Kitchen,Microwave,1,13988.56,9791.99,2614.06,4196.57,Debit Card,Lisa Anderson
ORD10515,2022-12-16,CUST1159,Sanjay Sharma,South,Karnataka,Clothing,Dress,6,4344.79,18248.12,4170.73,7820.62,Debit Card,Emily Davis
ORD10919,2022-12-17,CUST1230,Kiran Menon,South,Kerala,Electronics,Headphones,5,74907.26,374536.3,108398.0,0.0,Cash,John Smith
ORD10617,2022-12-18,CUST1062,Rekha Kumar,West,Rajasthan,Clothing,Trousers,1,1661.12,1578.06,497.89,83.06,Credit Card,Michael Brown
ORD10139,2022-12-19,CUST1195,Anjali Pillai,North,Uttar Pradesh,Books,Cookbook,3,250.05,750.15,176.78,0.0,Credit Card,Sarah Johnson
ORD10621,2022-12-19,CUST1173,Sneha Rao,West,Rajasthan,Electronics,Monitor,6,15676.14,94056.84,34508.18,0.0,UPI,Sarah Johnson
ORD10384,2022-12-20,CUST1064,Vijay Joshi,South,Karnataka,Toys,Puzzle Game,2,1708.5,2904.45,766.15,512.55,Debit Card,Robert Garcia
ORD10798,2022-12-20,CUST1295,Swati Sharma,South,Telangana,Home & Kitchen,Coffee Maker,6,14441.95,77986.53,23229.08,8665.17,UPI,John Smith
ORD10680,2022-12-21,CUST1083,Anjali Singh,West,Rajasthan,Home & Kitchen,Pressure Cooker,8,11025.34,83792.58,30614.7,4410.14,Debit Card,Sarah Johnson
ORD10510,2022-12-22,CUST1087,Deepika Desai,West,Maharashtra,Toys,Doll House,5,2673.25,12697.94,4348.87,668.31,Debit Card,Jennifer Martinez
ORD10130,2022-12-24,CUST1003,Sanjay Singh,South,Tamil Nadu,Sports,Running Shoes,7,9570.99,53597.54,17934.49,13399.39,Debit Card,Lisa Anderson
ORD10264,2022-12-25,CUST1074,Priya Iyer,East,Bihar,Clothing,Dress,8,4277.97,23956.63,6102.53,10267.13,Cash,Michael Brown
ORD10973,2022-12-26,CUST1094,Ashok Mishra,East,Odisha,Clothing,T-Shirt,6,4710.33,28261.98,5017.94,0.0,Cash,David Wilson
ORD10661,2022-12-27,CUST1202,Swati Bansal,South,Andhra Pradesh,Home & Kitchen,Cookware Set,4,1774.64,6743.63,2542.75,354.93,UPI,John Smith
ORD10630,2022-12-29,CUST1105,Rajesh Agarwal,East,Jharkhand,Sports,Yoga Mat,2,8534.48,17068.96,3932.41,0.0,Cash,John Smith
ORD10129,2022-12-31,CUST1002,Vijay Reddy,West,Maharashtra,Home & Kitchen,Toaster,7,5122.66,35858.62,5758.66,0.0,UPI,Michael Brown
ORD10538,2023-01-01,CUST1223,Kiran Singh,East,Jharkhand,Home & Kitchen,Air Fryer,9,14407.42,90766.75,34365.49,38900.03,Credit Card,Sarah Johnson
ORD10854,2023-01-02,CUST1085,Rahul Chopra,North,Uttar Pradesh,Sports,Cricket Bat,6,8422.23,37900.04,7373.26,12633.34,UPI,Michael Brown
ORD10074,2023-01-04,CUST1023,Prakash Verma,West,Gujarat,Toys,Action Figure,10,2001.24,19011.78,5719.7,1000.62,UPI,Sarah Johnson
ORD10790,2023-01-04,CUST1262,Sneha Reddy,North,Delhi,Sports,Running Shoes,10,5058.44,50584.4,15265.85,0.0,Credit Card,Michael Brown
ORD10997,2023-01-05,CUST1008,Mohan Menon,East,Jharkhand,Books,Educational Book,7,941.73,4944.08,1544.32,1648.03,Credit Card,Emily Davis
ORD10560,2023-01-08,CUST1033,Ravi Bansal,North,Punjab,Home & Kitchen,Microwave,7,10813.35,75693.45,25262.53,0.0,Cash,Robert Garcia
ORD10887,2023-01-08,CUST1115,Sunita Nair,South,Andhra Pradesh,Electronics,Camera,9,54899.82,444688.54,106575.87,49409.84,Debit Card,Sarah Johnson
ORD10849,2023-01-09,CUST1088,Sneha Chopra,West,Gujarat,Home & Kitchen,Dinner Set,2,8504.58,12756.87,2193.0,4252.29,Cash,Michael Brown
ORD10338,2023-01-10,CUST1262,Rina Kumar,East,Assam,Clothing,Shoes,6,703.65,4221.9,1609.15,0.0,Cash,Michael Brown
ORD10390,2023-01-10,CUST1255,Mohan Reddy,West,Madhya Pradesh,Books,Self-Help Book,6,1170.46,6671.62,2260.31,351.14,Cash,Lisa Anderson
ORD10456,2023-01-11,CUST1002,Kiran Joshi,North,Uttarakhand,Home & Kitchen,Coffee Maker,8,13012.58,98895.61,19287.61,5205.03,Cash,Robert Garcia
ORD10684,2023-01-11,CUST1249,Ravi Gupta,East,Jharkhand,Sports,Yoga Mat,9,8218.3,73964.7,14087.08,0.0,Credit Card,John Smith
